entity,branch,partnbr,mfgname,mfgpartnbr,description,family,category,Inventory Balance,Sum of Quantity On Hand,_Average Cost,Sum of Latest Cost,Sum of Quantity On Order,Sum of T3M Qty Used,Sum of T6M Qty Used,Sum of TTM Qty Used,Sum of Months of Cover,Last Receipt,status,Network Flag,Network Status,_Weighted T3M,_Weighted T6M,_Weighted TTM,_Weighted Demand,_Weighted Daily Sales,_Target OH QTY,_Rounded OH Target,_Excess QTY,Weeks to Burn,Months to Burn,Branch Flag,Months of Coverage
ABC,Branch 5,ZyZ9NLRN,MANUFACTURER-0007,CODE-0512,Advanced Aluminum Sensor,Service,ELECTRICAL,783,5,157,233.63,0,0,0,0,inf,9/23/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 11,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,481,8,60,75.03,0,0,0,0,inf,2/9/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,8,16,4,Branch Dead,inf
ABC,Branch 4,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,240,4,60,75.03,0,0,0,0,inf,2/9/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 8,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,60,1,60,75.03,0,4,0,4,3,12/23/2021 0:00,optimal,Network Moving,excess,9.6,0,0.4,10,0.02739726,2,2,0,0,0,Branch Moving,3
ABC,Branch 7,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,481,8,60,75.03,0,0,0,2,48,8/22/2023 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,7,1825,456.25,Branch Moving,48
ABC,Branch 1,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,120,2,60,75.03,0,0,0,9,2.666666667,12/9/2024 0:00,optimal,Network Moving,excess,0,0,0.9,0.9,0.002465753,0.18,1,1,58,14.5,Branch Moving,2.666666667
ABC,Branch 10,u5ocv16k,MANUFACTURER-0007,CODE-0513,Advanced Fiber Monitor,Service,CHECK VALVE,240,4,60,75.03,0,0,0,0,inf,1/14/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 6,EH633Rjc,MANUFACTURER-0007,CODE-0514,Advanced Fiber Sensor,Service,CHECK VALVE,292,4,73,83.57,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 8,EH633Rjc,MANUFACTURER-0007,CODE-0514,Advanced Fiber Sensor,Service,CHECK VALVE,73,1,73,83.57,0,0,0,0,inf,3/22/2018 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,EH633Rjc,MANUFACTURER-0007,CODE-0514,Advanced Fiber Sensor,Service,CHECK VALVE,219,3,73,83.57,0,0,0,0,inf,3/19/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 10,J1m204n4,MANUFACTURER-0007,CODE-0515,Portable Fiber Transmitter,Service,PARTS,21,3,7,10.37,0,0,0,0,inf,2/10/2006 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 10,lw67y9TA,MANUFACTURER-0007,CODE-0516,Advanced Plastic Actuator,Service,PARTS,46,4,12,22.57,0,0,0,0,inf,2/10/2006 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 10,52uSAkHB,MANUFACTURER-0007,CODE-0517,Compact Fiber Monitor,Service,CHECK VALVE,211,1,211,233.02,0,0,0,0,inf,11/23/2007 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 5,52uSAkHB,MANUFACTURER-0007,CODE-0517,Compact Fiber Monitor,Service,CHECK VALVE,422,2,211,233.02,0,0,0,0,inf,12/30/2024 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 9,52uSAkHB,MANUFACTURER-0007,CODE-0517,Compact Fiber Monitor,Service,CHECK VALVE,1056,5,211,233.02,0,0,0,0,inf,2/6/2025 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 11,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,102,1,102,152.5,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 7,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,102,1,102,152.5,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 4,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,102,1,102,152.5,0,0,0,0,inf,5/26/2009 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,307,3,102,152.5,0,0,0,0,inf,11/5/2015 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 5,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,1024,10,102,152.5,0,0,0,2,60,9/30/2021 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,9,2346,586.5,Branch Moving,60
ABC,Branch 6,rqsQmXaJ,MANUFACTURER-0007,CODE-0518,Modular Steel Monitor,Service,ORING,512,5,102,152.5,0,0,0,0,inf,2/14/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 3,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,497,5,99,137.86,0,0,0,0,inf,7/7/2014 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 8,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,696,7,99,137.86,0,0,0,0,inf,2/27/2015 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,7,16,4,Branch Dead,inf
ABC,Branch 4,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,398,4,99,137.86,0,0,0,0,inf,1/31/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 11,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,199,2,99,137.86,0,0,0,0,inf,4/6/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,1193,12,99,137.86,0,0,0,1,144,5/31/2022 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,11,5736,1434,Branch Moving,144
ABC,Branch 6,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,398,4,99,137.86,0,0,0,0,inf,2/9/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 7,g1ACNapj,MANUFACTURER-0007,CODE-0519,Wireless Plastic Monitor,Service,ORING,99,1,99,137.86,0,0,0,0,inf,2/15/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,975,1,975,1249.89,0,0,0,0,inf,2/18/2013 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 11,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,1950,2,975,1249.89,0,0,0,0,inf,12/23/2019 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 3,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,975,1,975,1249.89,0,0,0,0,inf,2/27/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 12,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,975,1,975,1249.89,0,0,0,0,inf,2/27/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 4,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,3900,4,975,1249.89,0,0,0,0,inf,10/27/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 7,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,975,1,975,1249.89,0,0,0,0,inf,2/15/2023 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,SlOK24Gr,MANUFACTURER-0007,CODE-0520,Compact Fiber Actuator,LDC/CONST,LEAK DETECTOR,975,1,975,1249.89,0,0,0,0,inf,3/19/2024 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 12,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,1172,1,1172,1281.61,0,0,0,0,inf,11/4/2021 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,4689,4,1172,1281.61,0,0,0,1,48,6/29/2022 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,3,1564,391,Branch Moving,48
ABC,Branch 4,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,1172,1,1172,1281.61,0,0,0,0,inf,2/13/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 7,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,1172,1,1172,1281.61,0,0,0,0,inf,2/15/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,1172,1,1172,1281.61,0,0,0,0,inf,3/19/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 6,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,1172,1,1172,1281.61,0,0,0,0,inf,5/29/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 11,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,2344,2,1172,1281.61,0,0,0,0,inf,11/12/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,r1TPQC0r,MANUFACTURER-0007,CODE-0521,Portable Fiber Panel,LDC/CONST,LEAK DETECTOR,3517,3,1172,1281.61,0,0,0,2,18,1/14/2025 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,2,521,130.25,Branch Moving,18
ABC,Branch 6,9SPuqmHk,MANUFACTURER-0007,CODE-0522,Portable Carbon Actuator,,,3237,2,1619,1504.26,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,HXDWup5v,MANUFACTURER-0007,CODE-0523,Wireless Steel Hub,Service,FITTINGS,589,2,294,303,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 12,HXDWup5v,MANUFACTURER-0007,CODE-0523,Wireless Steel Hub,Service,FITTINGS,589,2,294,303,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 3,HXDWup5v,MANUFACTURER-0007,CODE-0523,Wireless Steel Hub,Service,FITTINGS,883,3,294,303,0,0,0,0,inf,3/5/2020 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 11,HXDWup5v,MANUFACTURER-0007,CODE-0523,Wireless Steel Hub,Service,FITTINGS,294,1,294,303,0,0,0,0,inf,2/25/2021 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,Fd5ZjqR9,MANUFACTURER-0007,CODE-0524,Modular Fiber Transmitter,LDC/CONST,LEAK DETECTOR,45,1,45,50.02,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 4,Fd5ZjqR9,MANUFACTURER-0007,CODE-0524,Modular Fiber Transmitter,LDC/CONST,LEAK DETECTOR,90,2,45,50.02,0,0,0,0,inf,12/20/2007 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 8,Fd5ZjqR9,MANUFACTURER-0007,CODE-0524,Modular Fiber Transmitter,LDC/CONST,LEAK DETECTOR,225,5,45,50.02,0,0,0,0,inf,11/5/2015 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 4,cOQx7zAZ,MANUFACTURER-0007,CODE-0525,Wireless Carbon Transmitter,Service,ELECTRICAL,1138,2,569,606.34,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 1,cOQx7zAZ,MANUFACTURER-0007,CODE-0525,Wireless Carbon Transmitter,Service,ELECTRICAL,1707,3,569,606.34,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 3,cOQx7zAZ,MANUFACTURER-0007,CODE-0525,Wireless Carbon Transmitter,Service,ELECTRICAL,569,1,569,606.34,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 10,cOQx7zAZ,MANUFACTURER-0007,CODE-0525,Wireless Carbon Transmitter,Service,ELECTRICAL,1707,3,569,606.34,0,0,0,0,inf,7/22/2014 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 8,cOQx7zAZ,MANUFACTURER-0007,CODE-0525,Wireless Carbon Transmitter,Service,ELECTRICAL,1138,2,569,606.34,0,0,0,0,inf,5/3/2022 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 8,lyBuVx4y,MANUFACTURER-0007,CODE-0526,Wireless Plastic Transmitter,,,7867,12,656,746.64,0,0,0,0,inf,12/19/2024 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,12,16,4,Branch Dead,inf
ABC,Branch 8,0FQof75m,MANUFACTURER-0007,CODE-0527,Modular Fiber Actuator,Service,CHECK VALVE,133,1,133,150.06,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 3,0FQof75m,MANUFACTURER-0007,CODE-0527,Modular Fiber Actuator,Service,CHECK VALVE,133,1,133,150.06,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 9,0FQof75m,MANUFACTURER-0007,CODE-0527,Modular Fiber Actuator,Service,CHECK VALVE,932,7,133,150.06,0,0,0,0,inf,2/6/2025 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,7,16,4,Branch Dead,inf
ABC,Branch 8,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,222,1,222,215,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 9,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,887,4,222,215,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,4,16,4,Branch Dead,inf
ABC,Branch 13,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,222,1,222,215,0,0,0,2,6,,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 4,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,444,2,222,215,0,0,0,0,inf,9/23/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 7,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,222,1,222,215,0,3,0,3,4,5/9/2023 0:00,excess,Network Moving,excess,7.2,0,0.3,7.5,0.020547945,1.5,2,0,0,0,Branch Moving,4
ABC,Branch 6,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,1553,7,222,215,0,0,0,1,84,6/14/2023 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,6,3129,782.25,Branch Moving,84
ABC,Branch 12,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,1553,7,222,215,0,0,0,2,42,7/16/2024 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,6,1564,391,Branch Moving,42
ABC,Branch 10,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,222,1,222,215,0,0,0,4,3,10/22/2024 0:00,optimal,Network Moving,excess,0,0,0.4,0.4,0.00109589,0.08,1,0,0,0,Branch Moving,3
ABC,Branch 11,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,1774,8,222,215,0,0,0,0,inf,11/12/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,8,16,4,Branch Dead,inf
ABC,Branch 1,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,7541,34,222,215,0,3,0,25,16.32,2/5/2025 0:00,excess,Network Moving,excess,7.2,0,2.5,9.7,0.026575342,1.94,2,32,172,43,Branch Moving,16.32
ABC,Branch 5,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,5323,24,222,215,0,3,0,27,10.66666667,2/13/2025 0:00,excess,Network Moving,excess,7.2,0,2.7,9.9,0.027123288,1.98,2,22,116,29,Branch Moving,10.66666667
ABC,Branch 3,2DGHOkQW,MANUFACTURER-0007,CODE-0528,Advanced Steel Hub,LDC/CONST,LEAK DETECTOR,3105,14,222,215,0,1,0,2,84,2/27/2025 0:00,excess,Network Moving,excess,2.4,0,0.2,2.6,0.007123288,0.52,1,13,261,65.25,Branch Moving,84
ABC,Branch 4,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,733,3,244,382.47,0,0,0,1,36,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,2,1043,260.75,Branch Moving,36
ABC,Branch 9,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,1221,5,244,382.47,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,5,16,4,Branch Dead,inf
ABC,Branch 13,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,244,1,244,382.47,0,0,0,0,inf,,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 8,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,1465,6,244,382.47,0,0,0,4,18,10/3/2018 0:00,excess,Network Moving,excess,0,0,0.4,0.4,0.00109589,0.08,1,5,652,163,Branch Moving,18
ABC,Branch 11,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,733,3,244,382.47,0,0,0,0,inf,10/3/2018 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 5,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,3174,13,244,382.47,0,2,0,5,31.2,2/13/2023 0:00,excess,Network Moving,excess,4.8,0,0.5,5.3,0.014520548,1.06,2,11,108,27,Branch Moving,31.2
ABC,Branch 3,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,2930,12,244,382.47,0,2,0,2,72,4/7/2023 0:00,excess,Network Moving,excess,4.8,0,0.2,5,0.01369863,1,1,11,115,28.75,Branch Moving,72
ABC,Branch 6,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,5372,22,244,382.47,0,0,0,1,264,6/14/2023 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,21,10950,2737.5,Branch Moving,264
ABC,Branch 7,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,488,2,244,382.47,0,0,0,0,inf,8/8/2024 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 12,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,1221,5,244,382.47,0,0,0,1,60,8/22/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,4,2086,521.5,Branch Moving,60
ABC,Branch 10,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,733,3,244,382.47,0,0,0,2,18,1/14/2025 0:00,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,2,521,130.25,Branch Moving,18
ABC,Branch 1,tnllpDvE,MANUFACTURER-0007,CODE-0529,Advanced Plastic Monitor,LDC/CONST,LEAK DETECTOR,7814,32,244,382.47,0,1,0,10,38.4,1/16/2025 0:00,excess,Network Moving,excess,2.4,0,1,3.4,0.009315068,0.68,1,31,475,118.75,Branch Moving,38.4
ABC,Branch 9,jL2m482i,MANUFACTURER-0007,CODE-0530,Wireless Carbon Hub,LDC/CONST,LEAK DETECTOR,282,1,282,415.48,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,jL2m482i,MANUFACTURER-0007,CODE-0530,Wireless Carbon Hub,LDC/CONST,LEAK DETECTOR,846,3,282,415.48,0,0,0,0,inf,12/17/2019 0:00,dead,Network Dead,dead,0,0,0,0,0,0,0,3,16,4,Branch Dead,inf
ABC,Branch 10,niK5WjKx,MANUFACTURER-0007,CODE-0531,Modular Aluminum Hub,LDC/CONST,LEAK DETECTOR,843,1,843,830.5,0,0,0,0,inf,,dead,Network Dead,dead,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 1,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,5038,3,1679,1894.05,0,0,0,1,36,,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,2,1043,260.75,Branch Moving,36
ABC,Branch 2,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,1679,1,1679,1894.05,0,0,0,2,6,,excess,Network Moving,excess,0,0,0.2,0.2,0.000547945,0.04,1,0,0,0,Branch Moving,6
ABC,Branch 4,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,1679,1,1679,1894.05,0,0,0,0,inf,10/3/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
ABC,Branch 7,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,3358,2,1679,1894.05,0,0,0,0,inf,10/10/2022 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,2,16,4,Branch Dead,inf
ABC,Branch 5,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,1679,1,1679,1894.05,0,1,0,1,12,2/22/2023 0:00,excess,Network Moving,excess,2.4,0,0.1,2.5,0.006849315,0.5,1,0,0,0,Branch Moving,12
ABC,Branch 8,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,3358,2,1679,1894.05,0,0,0,1,24,6/14/2023 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,1,521,130.25,Branch Moving,24
ABC,Branch 3,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,20150,12,1679,1894.05,0,0,0,1,144,3/26/2024 0:00,excess,Network Moving,excess,0,0,0.1,0.1,0.000273973,0.02,1,11,5736,1434,Branch Moving,144
ABC,Branch 6,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,3358,2,1679,1894.05,0,1,0,5,4.8,9/18/2024 0:00,excess,Network Moving,excess,2.4,0,0.5,2.9,0.007945205,0.58,1,1,18,4.5,Branch Moving,4.8
ABC,Branch 10,Y2Tjrz9Y,MANUFACTURER-0007,CODE-0532,Advanced Aluminum Transmitter,LDC/CONST,MOTOR,8396,5,1679,1894.05,0,0,0,4,15,1/24/2025 0:00,excess,Network Moving,excess,0,0,0.4,0.4,0.00109589,0.08,1,4,521,130.25,Branch Moving,15
ABC,Branch 4,kZIpGwuC,MANUFACTURER-0007,CODE-0533,Compact Fiber Hub,Service,MOTOR,1834,1,1834,1894.05,0,0,0,0,inf,7/24/2023 0:00,excess,Network Moving,excess,0,0,0,0,0,0,0,1,16,4,Branch Dead,inf
